funding_agency,title,contact_pi,application_id,record_type,role,project_start_date,project_end_date,is_active,funding_model,funded_years,intended_years,annual_method,total_basis,total_source,projected_years,annual_direct_costs,annual_indirect_costs,annual_total_costs,total_direct_costs,total_indirect_costs,total_project_costs
NIH/NCI,Breast Cancer Intravoxel-incoherent-motion MRI Multisite (BRIMM) Study - Resubmission - 1,"SIGMUND, ERIC EDWARD",UH3CA239861,Parent,,2021/04,2026/08,Yes,staggered,3,3,latest,actual,direct+indirect,0,"$408,976","$114,413","$523,389","$1,393,566","$448,295","$1,841,861"
